Datetime,AEP_MW,Consumption
2007-12-09,18487.190476190477,Alto
2007-12-16,17334.785714285714,Alto
2007-12-23,18127.654761904763,Alto
2007-12-30,16166.035714285714,Alto
2008-01-06,18232.940476190477,Alto
2008-01-13,16387.315476190477,Alto
2008-01-20,19213.97619047619,Alto
2008-01-27,19846.660714285714,Alto
2008-02-03,18360.619047619046,Alto
2008-02-10,17063.029761904763,Alto
2008-02-17,18622.70238095238,Alto
2008-02-24,18669.20238095238,Alto
2008-03-02,18404.89880952381,Alto
2008-03-09,17468.467065868263,Alto
2008-03-16,16496.684523809523,Alto
2008-03-23,16323.690476190477,Alto
2008-03-30,16317.595238095239,Alto
2008-04-06,15434.529761904761,Basso
2008-04-13,14875.14880952381,Basso
2008-04-20,15131.744047619048,Basso
2008-04-27,14511.988095238095,Basso
2008-05-04,14595.85119047619,Basso
2008-05-11,14493.244047619048,Basso
2008-05-18,14511.77380952381,Basso
2008-05-25,14300.72619047619,Basso
2008-06-01,14876.220238095239,Basso
2008-06-08,17349.863095238095,Alto
2008-06-15,17902.535714285714,Alto
2008-06-22,15683.136904761905,Alto
2008-06-29,16787.79761904762,Alto
2008-07-06,15115.845238095239,Basso
2008-07-13,17543.565476190477,Alto
2008-07-20,18085.428571428572,Alto
2008-07-27,17633.886904761905,Alto
2008-08-03,18213.815476190477,Alto
2008-08-10,17023.803571428572,Alto
2008-08-17,16028.666666666666,Alto
2008-08-24,17548.964285714286,Alto
2008-08-31,16486.595238095237,Alto
2008-09-07,16958.17261904762,Alto
2008-09-14,16257.44642857143,Alto
2008-09-21,14914.410714285714,Basso
2008-09-28,15109.05357142857,Basso
2008-10-05,14434.255952380952,Basso
2008-10-12,14485.55357142857,Basso
2008-10-19,14631.827380952382,Basso
2008-10-26,15347.761904761905,Basso
2008-11-02,15942.08982035928,Alto
2008-11-09,14899.261904761905,Basso
2008-11-16,15948.160714285714,Alto
2008-11-23,18320.76785714286,Alto
2008-11-30,16544.244047619046,Alto
2008-12-07,18752.75,Alto
2008-12-14,18035.089285714286,Alto
2008-12-21,17471.815476190477,Alto
2008-12-28,16363.160714285714,Alto
2009-01-04,16148.64880952381,Alto
2009-01-11,17707.904761904763,Alto
2009-01-18,20178.541666666668,Alto
2009-01-25,19269.928571428572,Alto
2009-02-01,18571.57738095238,Alto
2009-02-08,18311.363095238095,Alto
2009-02-15,15737.809523809523,Alto
2009-02-22,17635.130952380954,Alto
2009-03-01,16948.654761904763,Alto
2009-03-08,16326.874251497005,Alto
2009-03-15,15278.922619047618,Basso
2009-03-22,14517.44642857143,Basso
2009-03-29,14183.32142857143,Basso
2009-04-05,14099.02380952381,Basso
2009-04-12,14367.94642857143,Basso
2009-04-19,13760.714285714286,Basso
2009-04-26,13837.505952380952,Basso
2009-05-03,13429.797619047618,Basso
2009-05-10,12971.755952380952,Basso
2009-05-17,13217.17857142857,Basso
2009-05-24,13738.357142857143,Basso
2009-05-31,13721.315476190477,Basso
2009-06-07,13687.94642857143,Basso
2009-06-14,14501.119047619048,Basso
2009-06-21,15370.64880952381,Basso
2009-06-28,16417.595238095237,Alto
2009-07-05,13179.702380952382,Basso
2009-07-12,14976.94642857143,Basso
2009-07-19,14919.22619047619,Basso
2009-07-26,14722.386904761905,Basso
2009-08-02,15502.755952380952,Alto
2009-08-09,15460.267857142857,Basso
2009-08-16,16870.95238095238,Alto
2009-08-23,16185.255952380952,Alto
2009-08-30,15330.577380952382,Basso
2009-09-06,14089.297619047618,Basso
2009-09-13,14172.875,Basso
2009-09-20,14348.410714285714,Basso
2009-09-27,14535.839285714286,Basso
2009-10-04,13359.39880952381,Basso
2009-10-11,13525.827380952382,Basso
2009-10-18,14357.27380952381,Basso
2009-10-25,14045.904761904761,Basso
2009-11-01,13846.574850299401,Basso
2009-11-08,14634.190476190477,Basso
2009-11-15,14282.970238095239,Basso
2009-11-22,14587.559523809523,Basso
2009-11-29,14259.714285714286,Basso
2009-12-06,16322.720238095239,Alto
2009-12-13,17821.25,Alto
2009-12-20,17020.738095238095,Alto
2009-12-27,16015.845238095239,Alto
2010-01-03,17812.345238095237,Alto
2010-01-10,19925.244047619046,Alto
2010-01-17,18028.196428571428,Alto
2010-01-24,16483.946428571428,Alto
2010-01-31,18257.5,Alto
2010-02-07,17775.54761904762,Alto
2010-02-14,18619.625,Alto
2010-02-21,17879.589285714286,Alto
2010-02-28,17577.48214285714,Alto
2010-03-07,16975.803571428572,Alto
2010-03-14,14724.790419161676,Basso
2010-03-21,14476.214285714286,Basso
2010-03-28,15007.94642857143,Basso
2010-04-04,13637.785714285714,Basso
2010-04-11,13749.333333333334,Basso
2010-04-18,13516.27380952381,Basso
2010-04-25,13351.904761904761,Basso
2010-05-02,13874.208333333334,Basso
2010-05-09,13849.67857142857,Basso
2010-05-16,13938.077380952382,Basso
2010-05-23,13777.64880952381,Basso
2010-05-30,15916.988095238095,Alto
2010-06-06,15723.22619047619,Alto
2010-06-13,15282.267857142857,Basso
2010-06-20,16811.303571428572,Alto
2010-06-27,17535.345238095237,Alto
2010-07-04,15449.482142857143,Basso
2010-07-11,17541.184523809523,Alto
2010-07-18,17503.720238095237,Alto
2010-07-25,18504.428571428572,Alto
2010-08-01,17048.071428571428,Alto
2010-08-08,17203.85714285714,Alto
2010-08-15,18558.85119047619,Alto
2010-08-22,17025.541666666668,Alto
2010-08-29,15790.136904761905,Alto
2010-09-05,16387.369047619046,Alto
2010-09-12,14226.559523809523,Basso
2010-09-19,14540.863095238095,Basso
2010-09-26,15355.642857142857,Basso
2010-10-03,13513.994047619048,Basso
2010-10-10,13675.52380952381,Basso
2010-10-17,13757.267857142857,Basso
2010-10-24,13877.89880952381,Basso
2010-10-31,13996.60119047619,Basso
2010-11-07,15255.652694610779,Basso
2010-11-14,14720.065476190477,Basso
2010-11-21,15377.755952380952,Basso
2010-11-28,14897.017857142857,Basso
2010-12-05,17189.291666666668,Alto
2010-12-12,18707.22754491018,Alto
2010-12-19,19867.85119047619,Alto
2010-12-26,17792.02380952381,Alto
2011-01-02,16746.97619047619,Alto
2011-01-09,18607.011904761905,Alto
2011-01-16,19073.505952380954,Alto
2011-01-23,18566.940476190477,Alto
2011-01-30,18033.440476190477,Alto
2011-02-06,17733.17261904762,Alto
2011-02-13,18411.255952380954,Alto
2011-02-20,15976.660714285714,Alto
2011-02-27,16646.755952380954,Alto
2011-03-06,16042.357142857143,Alto
2011-03-13,16320.065868263473,Alto
2011-03-20,15037.422619047618,Basso
2011-03-27,15325.44642857143,Basso
2011-04-03,15972.380952380952,Alto
2011-04-10,14337.690476190477,Basso
2011-04-17,13948.845238095239,Basso
2011-04-24,13810.14880952381,Basso
2011-05-01,13825.702380952382,Basso
2011-05-08,13942.994047619048,Basso
2011-05-15,14356.57142857143,Basso
2011-05-22,14211.130952380952,Basso
2011-05-29,14860.309523809523,Basso
2011-06-05,16325.410714285714,Alto
2011-06-12,16946.553571428572,Alto
2011-06-19,14947.25,Basso
2011-06-26,15544.80357142857,Alto
2011-07-03,16212.154761904761,Alto
2011-07-10,16600.755952380954,Alto
2011-07-17,17084.630952380954,Alto
2011-07-24,19228.744047619046,Alto
2011-07-31,18612.678571428572,Alto
2011-08-07,18137.904761904763,Alto
2011-08-14,16486.27380952381,Alto
2011-08-21,16378.505952380952,Alto
2011-08-28,16104.827380952382,Alto
2011-09-04,16560.928571428572,Alto
2011-09-11,13990.327380952382,Basso
2011-09-18,14229.125,Basso
2011-09-25,14109.779761904761,Basso
2011-10-02,14022.27380952381,Basso
2011-10-09,13914.863095238095,Basso
2011-10-16,13821.595238095239,Basso
2011-10-23,14333.130952380952,Basso
2011-10-30,14615.422619047618,Basso
2011-11-06,14867.85628742515,Basso
2011-11-13,14950.065476190477,Basso
2011-11-20,14976.92857142857,Basso
2011-11-27,14125.345238095239,Basso
2011-12-04,16149.166666666666,Alto
2011-12-11,16776.994047619046,Alto
2011-12-18,16522.51785714286,Alto
2011-12-25,15544.202380952382,Alto
2012-01-01,15335.297619047618,Basso
2012-01-08,17105.244047619046,Alto
2012-01-15,17500.880952380954,Alto
2012-01-22,17586.446428571428,Alto
2012-01-29,16373.17857142857,Alto
2012-02-05,15731.80357142857,Alto
2012-02-12,17600.738095238095,Alto
2012-02-19,16379.345238095239,Alto
2012-02-26,16109.970238095239,Alto
2012-03-04,15360.10119047619,Basso
2012-03-11,15533.778443113772,Alto
2012-03-18,13616.125,Basso
2012-03-25,13754.827380952382,Basso
2012-04-01,13576.42857142857,Basso
2012-04-08,13358.142857142857,Basso
2012-04-15,14168.607142857143,Basso
2012-04-22,13735.232142857143,Basso
2012-04-29,14016.857142857143,Basso
2012-05-06,14687.60119047619,Basso
2012-05-13,13730.17857142857,Basso
2012-05-20,14167.97619047619,Basso
2012-05-27,15490.130952380952,Basso
2012-06-03,14755.315476190477,Basso
2012-06-10,14654.988095238095,Basso
2012-06-17,15743.547619047618,Alto
2012-06-24,17318.440476190477,Alto
2012-07-01,15907.267857142857,Alto
2012-07-08,17603.14285714286,Alto
2012-07-15,16912.488095238095,Alto
2012-07-22,17441.934523809523,Alto
2012-07-29,17572.29761904762,Alto
2012-08-05,17595.255952380954,Alto
2012-08-12,16096.47619047619,Alto
2012-08-19,15387.130952380952,Basso
2012-08-26,15639.14880952381,Alto
2012-09-02,16327.452380952382,Alto
2012-09-09,15633.732142857143,Alto
2012-09-16,13917.565476190477,Basso
2012-09-23,13363.059523809523,Basso
2012-09-30,13353.208333333334,Basso
2012-10-07,13420.77380952381,Basso
2012-10-14,13946.767857142857,Basso
2012-10-21,13565.52380952381,Basso
2012-10-28,13676.833333333334,Basso
2012-11-04,15251.640718562874,Basso
2012-11-11,15059.39880952381,Basso
2012-11-18,15466.14880952381,Basso
2012-11-25,14569.244047619048,Basso
2012-12-02,15811.547619047618,Alto
2012-12-09,14949.245508982036,Basso
2012-12-16,15966.113095238095,Alto
2012-12-23,16173.779761904761,Alto
2012-12-30,15651.886904761905,Alto
2013-01-06,16687.244047619046,Alto
2013-01-13,15444.875,Basso
2013-01-20,16384.20238095238,Alto
2013-01-27,18936.130952380954,Alto
2013-02-03,17013.714285714286,Alto
2013-02-10,16771.589285714286,Alto
2013-02-17,16522.934523809523,Alto
2013-02-24,16873.791666666668,Alto
2013-03-03,16854.184523809523,Alto
2013-03-10,16209.263473053892,Alto
2013-03-17,15514.886904761905,Alto
2013-03-24,16442.321428571428,Alto
2013-03-31,15439.30357142857,Basso
2013-04-07,14733.511904761905,Basso
2013-04-14,13582.75,Basso
2013-04-21,13440.761904761905,Basso
2013-04-28,13444.482142857143,Basso
2013-05-05,13374.583333333334,Basso
2013-05-12,13261.875,Basso
2013-05-19,13952.44642857143,Basso
2013-05-26,14141.482142857143,Basso
2013-06-02,14913.77380952381,Basso
2013-06-09,13968.690476190477,Basso
2013-06-16,14862.666666666666,Basso
2013-06-23,15661.517857142857,Alto
2013-06-30,16084.732142857143,Alto
2013-07-07,14655.160714285714,Basso
2013-07-14,16148.190476190477,Alto
2013-07-21,18272.339285714286,Alto
2013-07-28,15198.327380952382,Basso
2013-08-04,14630.541666666666,Basso
2013-08-11,15559.05357142857,Alto
2013-08-18,14286.982142857143,Basso
2013-08-25,15472.238095238095,Basso
2013-09-01,16506.095238095237,Alto
2013-09-08,14454.857142857143,Basso
2013-09-15,15188.452380952382,Basso
2013-09-22,13657.779761904761,Basso
2013-09-29,13177.39880952381,Basso
2013-10-06,13907.67857142857,Basso
2013-10-13,12824.541666666666,Basso
2013-10-20,13088.785714285714,Basso
2013-10-27,14339.244047619048,Basso
2013-11-03,13607.20359281437,Basso
2013-11-10,14358.327380952382,Basso
2013-11-17,15122.25,Basso
2013-11-24,15069.166666666666,Basso
2013-12-01,15978.75,Alto
2013-12-08,15491.577380952382,Basso
2013-12-15,17512.053571428572,Alto
2013-12-22,15887.255952380952,Alto
2013-12-29,15268.416666666666,Basso
2014-01-05,17079.934523809523,Alto
2014-01-12,18028.386904761905,Alto
2014-01-19,17072.845238095237,Alto
2014-01-26,19659.845238095237,Alto
2014-02-02,18926.958333333332,Alto
2014-02-09,17988.60714285714,Alto
2014-02-16,18368.51785714286,Alto
2014-02-23,15794.452380952382,Alto
2014-03-02,17569.690476190477,Alto
2014-03-09,16966.664670658683,Alto
2014-03-16,15285.778443113772,Basso
2014-03-23,15142.672619047618,Basso
2014-03-30,15726.529761904761,Alto
2014-04-06,13750.458333333334,Basso
2014-04-13,13249.952380952382,Basso
2014-04-20,13475.666666666666,Basso
2014-04-27,13016.952380952382,Basso
2014-05-04,12941.785714285714,Basso
2014-05-11,13286.267857142857,Basso
2014-05-18,13729.333333333334,Basso
2014-05-25,13273.32142857143,Basso
2014-06-01,14437.470238095239,Basso
2014-06-08,14418.238095238095,Basso
2014-06-15,14138.041666666666,Basso
2014-06-22,15965.119047619048,Alto
2014-06-29,16167.619047619048,Alto
2014-07-06,14681.005952380952,Basso
2014-07-13,15756.67857142857,Alto
2014-07-20,14280.267857142857,Basso
2014-07-27,15519.57142857143,Alto
2014-08-03,14105.738095238095,Basso
2014-08-10,15137.214285714286,Basso
2014-08-17,14470.166666666666,Basso
2014-08-24,16104.107142857143,Alto
2014-08-31,15986.410714285714,Alto
2014-09-07,15707.684523809523,Alto
2014-09-14,13772.142857142857,Basso
2014-09-21,13244.125,Basso
2014-09-28,13230.208333333334,Basso
2014-10-05,13302.60119047619,Basso
2014-10-12,13026.922619047618,Basso
2014-10-19,13144.30357142857,Basso
2014-10-26,13615.72619047619,Basso
2014-11-02,14011.810650887574,Basso
2014-11-09,14248.732142857143,Basso
2014-11-16,15552.011904761905,Alto
2014-11-23,17118.416666666668,Alto
2014-11-30,14697.619047619048,Basso
2014-12-07,15668.291666666666,Alto
2014-12-14,16579.738095238095,Alto
2014-12-21,16319.047619047618,Alto
2014-12-28,13894.732142857143,Basso
2015-01-04,15548.910714285714,Alto
2015-01-11,19257.261904761905,Alto
2015-01-18,17302.720238095237,Alto
2015-01-25,16284.05357142857,Alto
2015-02-01,17612.529761904763,Alto
2015-02-08,17092.416666666668,Alto
2015-02-15,18008.416666666668,Alto
2015-02-22,20132.315476190477,Alto
2015-03-01,18515.89880952381,Alto
2015-03-08,16991.982035928144,Alto
2015-03-15,14398.011904761905,Basso
2015-03-22,14339.309523809523,Basso
2015-03-29,14986.738095238095,Basso
2015-04-05,13492.142857142857,Basso
2015-04-12,13128.184523809523,Basso
2015-04-19,12826.494047619048,Basso
2015-04-26,13242.875,Basso
2015-05-03,12985.14880952381,Basso
2015-05-10,14113.208333333334,Basso
2015-05-17,13720.42857142857,Basso
2015-05-24,13278.875,Basso
2015-05-31,14515.845238095239,Basso
2015-06-07,13792.035714285714,Basso
2015-06-14,15705.97619047619,Alto
2015-06-21,15912.94642857143,Alto
2015-06-28,15417.285714285714,Basso
2015-07-05,13431.035714285714,Basso
2015-07-12,14939.392857142857,Basso
2015-07-19,15609.220238095239,Alto
2015-07-26,16154.005952380952,Alto
2015-08-02,16650.869047619046,Alto
2015-08-09,15489.869047619048,Basso
2015-08-16,15657.77380952381,Alto
2015-08-23,15577.017857142857,Alto
2015-08-30,14296.339285714286,Basso
2015-09-06,16208.738095238095,Alto
2015-09-13,14640.904761904761,Basso
2015-09-20,13897.107142857143,Basso
2015-09-27,13478.767857142857,Basso
2015-10-04,13162.172619047618,Basso
2015-10-11,12925.982142857143,Basso
2015-10-18,13068.60119047619,Basso
2015-10-25,13043.934523809523,Basso
2015-11-01,13165.781065088757,Basso
2015-11-08,12993.10119047619,Basso
2015-11-15,13619.07142857143,Basso
2015-11-22,13845.827380952382,Basso
2015-11-29,13239.619047619048,Basso
2015-12-06,14946.839285714286,Basso
2015-12-13,14116.761904761905,Basso
2015-12-20,14879.255952380952,Basso
2015-12-27,12680.52380952381,Basso
2016-01-03,14181.708333333334,Basso
2016-01-10,16177.755952380952,Alto
2016-01-17,17046.916666666668,Alto
2016-01-24,18788.79761904762,Alto
2016-01-31,16042.517857142857,Alto
2016-02-07,15149.142857142857,Basso
2016-02-14,18135.72619047619,Alto
2016-02-21,15458.827380952382,Basso
2016-02-28,15113.404761904761,Basso
2016-03-06,15303.32142857143,Basso
2016-03-13,13223.161676646707,Basso
2016-03-20,13314.107142857143,Basso
2016-03-27,13086.833333333334,Basso
2016-04-03,13151.404761904761,Basso
2016-04-10,14329.82142857143,Basso
2016-04-17,13015.988095238095,Basso
2016-04-24,12651.154761904761,Basso
2016-05-01,12792.52380952381,Basso
2016-05-08,12572.422619047618,Basso
2016-05-15,12803.886904761905,Basso
2016-05-22,12575.380952380952,Basso
2016-05-29,14019.559523809523,Basso
2016-06-05,14648.714285714286,Basso
2016-06-12,14397.904761904761,Basso
2016-06-19,15119.916666666666,Basso
2016-06-26,15531.952380952382,Alto
2016-07-03,14416.505952380952,Basso
2016-07-10,14978.083333333334,Basso
2016-07-17,16297.309523809523,Alto
2016-07-24,17176.595238095237,Alto
2016-07-31,16878.0,Alto
2016-08-07,16851.244047619046,Alto
2016-08-14,17463.73214285714,Alto
2016-08-21,16197.517857142857,Alto
2016-08-28,16344.059523809523,Alto
2016-09-04,15264.380952380952,Basso
2016-09-11,16124.589285714286,Alto
2016-09-18,14680.380952380952,Basso
2016-09-25,15113.589285714286,Basso
2016-10-02,12877.541666666666,Basso
2016-10-09,12923.815476190477,Basso
2016-10-16,12626.035714285714,Basso
2016-10-23,13186.279761904761,Basso
2016-10-30,12831.755952380952,Basso
2016-11-06,12820.721893491123,Basso
2016-11-13,13554.72619047619,Basso
2016-11-20,14038.136904761905,Basso
2016-11-27,14011.583333333334,Basso
2016-12-04,14498.029761904761,Basso
2016-12-11,16241.654761904761,Alto
2016-12-18,17003.761904761905,Alto
2016-12-25,15695.559523809523,Alto
2017-01-01,14156.833333333334,Basso
2017-01-08,16869.178571428572,Alto
2017-01-15,15852.119047619048,Alto
2017-01-22,14216.541666666666,Basso
2017-01-29,15333.880952380952,Basso
2017-02-05,16219.482142857143,Alto
2017-02-12,14855.142857142857,Basso
2017-02-19,14645.80357142857,Basso
2017-02-26,13499.684523809523,Basso
2017-03-05,14769.863095238095,Basso
2017-03-12,14485.37125748503,Basso
2017-03-19,16213.220238095239,Alto
2017-03-26,13764.690476190477,Basso
2017-04-02,13058.386904761905,Basso
2017-04-09,13344.14880952381,Basso
2017-04-16,12499.815476190477,Basso
2017-04-23,12812.97619047619,Basso
2017-04-30,13063.089285714286,Basso
2017-05-07,12563.244047619048,Basso
2017-05-14,12780.589285714286,Basso
2017-05-21,14013.815476190477,Basso
2017-05-28,12904.595238095239,Basso
2017-06-04,13533.77380952381,Basso
2017-06-11,13849.82142857143,Basso
2017-06-18,16240.089285714286,Alto
2017-06-25,14803.541666666666,Basso
2017-07-02,14596.672619047618,Basso
2017-07-09,14753.047619047618,Basso
2017-07-16,15960.44642857143,Alto
2017-07-23,16995.916666666668,Alto
2017-07-30,15185.815476190477,Basso
2017-08-06,15029.22619047619,Basso
2017-08-13,14562.607142857143,Basso
2017-08-20,16162.690476190477,Alto
2017-08-27,14773.494047619048,Basso
2017-09-03,13571.64880952381,Basso
2017-09-10,12788.130952380952,Basso
2017-09-17,13484.44642857143,Basso
2017-09-24,15249.625,Basso
2017-10-01,14085.880952380952,Basso
2017-10-08,13516.375,Basso
2017-10-15,13581.267857142857,Basso
2017-10-22,12871.666666666666,Basso
2017-10-29,13254.10119047619,Basso
2017-11-05,13552.85798816568,Basso
2017-11-12,14431.630952380952,Basso
2017-11-19,14673.05357142857,Basso
2017-11-26,14302.029761904761,Basso
2017-12-03,14567.083333333334,Basso
2017-12-10,15995.642857142857,Alto
2017-12-17,16833.910714285714,Alto
2017-12-24,14781.39880952381,Basso
2017-12-31,17607.98214285714,Alto
2018-01-07,20491.261904761905,Alto
2018-01-14,16691.85714285714,Alto
2018-01-21,18022.714285714286,Alto
2018-01-28,15323.72619047619,Basso
2018-02-04,17173.833333333332,Alto
2018-02-11,16606.690476190477,Alto
2018-02-18,15059.714285714286,Basso
2018-02-25,13507.89880952381,Basso
2018-03-04,14488.125,Basso
2018-03-11,15579.922155688622,Alto
2018-03-18,15620.02380952381,Alto
2018-03-25,15402.339285714286,Basso
2018-04-01,13734.494047619048,Basso
2018-04-08,14358.72619047619,Basso
2018-04-15,13712.309523809523,Basso
2018-04-22,14059.613095238095,Basso
2018-04-29,12656.886904761905,Basso
2018-05-06,13123.095238095239,Basso
2018-05-13,13321.458333333334,Basso
2018-05-20,14066.464285714286,Basso
2018-05-27,14572.130952380952,Basso
2018-06-03,15608.583333333334,Alto
2018-06-10,14143.154761904761,Basso
2018-06-17,15346.113095238095,Basso
2018-06-24,16134.809523809523,Alto
2018-07-01,16116.613095238095,Alto
2018-07-08,16118.92857142857,Alto
2018-07-15,16665.35714285714,Alto
2018-07-22,15574.60119047619,Alto
2018-07-29,15409.416666666666,Basso
2018-08-05,15341.257731958764,Basso
