Datetime,PJMW_MW,Consumption
2004-01-25,7253.119047619048,Alto
2004-02-01,7146.869047619048,Alto
2004-02-08,6657.351190476191,Alto
2004-02-15,6363.928571428572,Alto
2004-02-22,6322.744047619048,Alto
2004-02-29,6174.684523809524,Alto
2004-03-07,5515.422619047619,Basso
2004-03-14,6065.946428571428,Alto
2004-03-21,5953.535714285715,Alto
2004-03-28,5635.083333333333,Alto
2004-04-04,5662.700598802395,Alto
2004-04-11,5505.839285714285,Basso
2004-04-18,5513.880952380952,Basso
2004-04-25,5189.226190476191,Basso
2004-05-02,5200.1547619047615,Basso
2004-05-09,5273.166666666667,Basso
2004-05-16,5726.892857142857,Alto
2004-05-23,5693.547619047619,Alto
2004-05-30,5625.053571428572,Alto
2004-06-06,5207.363095238095,Basso
2004-06-13,5829.386904761905,Alto
2004-06-20,6061.5297619047615,Alto
2004-06-27,5688.767857142857,Alto
2004-07-04,5755.821428571428,Alto
2004-07-11,5936.517857142857,Alto
2004-07-18,5970.267857142857,Alto
2004-07-25,5938.589285714285,Alto
2004-08-01,6024.916666666667,Alto
2004-08-08,5820.982142857143,Alto
2004-08-15,5613.005952380952,Alto
2004-08-22,5813.494047619048,Alto
2004-08-29,6287.476190476191,Alto
2004-09-05,5924.994047619048,Alto
2004-09-12,5557.315476190476,Basso
2004-09-19,5530.261904761905,Basso
2004-09-26,5451.071428571428,Basso
2004-10-03,5323.351190476191,Basso
2004-10-10,5229.946428571428,Basso
2004-10-17,5362.642857142857,Basso
2004-10-24,5470.196428571428,Basso
2004-10-31,5317.029940119761,Basso
2004-11-07,5428.113095238095,Basso
2004-11-14,5779.994047619048,Alto
2004-11-21,5602.190476190476,Basso
2004-11-28,5480.2202380952385,Basso
2004-12-05,6076.297619047619,Alto
2004-12-12,6031.089285714285,Alto
2004-12-19,6728.619047619048,Alto
2004-12-26,6642.785714285715,Alto
2005-01-02,6030.767857142857,Alto
2005-01-09,5984.077380952381,Alto
2005-01-16,6208.321428571428,Alto
2005-01-23,7340.827380952381,Alto
2005-01-30,7216.244047619048,Alto
2005-02-06,6555.273809523809,Alto
2005-02-13,6280.523809523809,Alto
2005-02-20,6482.148809523809,Alto
2005-02-27,6451.952380952381,Alto
2005-03-06,6657.875,Alto
2005-03-13,6441.636904761905,Alto
2005-03-20,6125.363095238095,Alto
2005-03-27,5953.238095238095,Alto
2005-04-03,5692.904191616766,Alto
2005-04-10,5343.5297619047615,Basso
2005-04-17,5300.202380952381,Basso
2005-04-24,5334.648809523809,Basso
2005-05-01,5420.9047619047615,Basso
2005-05-08,5388.25,Basso
2005-05-15,5352.678571428572,Basso
2005-05-22,5201.7797619047615,Basso
2005-05-29,5204.410714285715,Basso
2005-06-05,5283.625,Basso
2005-06-12,6529.5297619047615,Alto
2005-06-19,5996.523809523809,Alto
2005-06-26,6100.386904761905,Alto
2005-07-03,6417.25,Alto
2005-07-10,5936.613095238095,Alto
2005-07-17,6650.5,Alto
2005-07-24,6695.916666666667,Alto
2005-07-31,6500.410714285715,Alto
2005-08-07,6713.898809523809,Alto
2005-08-14,6848.291666666667,Alto
2005-08-21,6475.809523809524,Alto
2005-08-28,5890.583333333333,Alto
2005-09-04,5975.178571428572,Alto
2005-09-11,5597.273809523809,Basso
2005-09-18,6090.041666666667,Alto
2005-09-25,5830.422619047619,Alto
2005-10-02,5406.559523809524,Basso
2005-10-09,5528.7202380952385,Basso
2005-10-16,5238.797619047619,Basso
2005-10-23,5356.863095238095,Basso
2005-10-30,5733.994011976048,Alto
2005-11-06,5453.178571428572,Basso
2005-11-13,5562.166666666667,Basso
2005-11-20,5927.178571428572,Alto
2005-11-27,6139.190476190476,Alto
2005-12-04,6274.702380952381,Alto
2005-12-11,6918.398809523809,Alto
2005-12-18,7020.571428571428,Alto
2005-12-25,6393.648809523809,Alto
2006-01-01,5683.101190476191,Alto
2006-01-08,5793.416666666667,Alto
2006-01-15,5593.398809523809,Basso
2006-01-22,5806.767857142857,Alto
2006-01-29,5952.863095238095,Alto
2006-02-05,5609.666666666667,Alto
2006-02-12,6274.273809523809,Alto
2006-02-19,6017.125,Alto
2006-02-26,6033.6547619047615,Alto
2006-03-05,6051.464285714285,Alto
2006-03-12,5345.708333333333,Basso
2006-03-19,5430.9702380952385,Basso
2006-03-26,5757.369047619048,Alto
2006-04-02,5054.143712574851,Basso
2006-04-09,5106.958333333333,Basso
2006-04-16,4704.892857142857,Basso
2006-04-23,4722.3452380952385,Basso
2006-04-30,4735.386904761905,Basso
2006-05-07,4718.416666666667,Basso
2006-05-14,4752.767857142857,Basso
2006-05-21,4763.827380952381,Basso
2006-05-28,4849.988095238095,Basso
2006-06-04,5472.505952380952,Basso
2006-06-11,4950.625,Basso
2006-06-18,5252.148809523809,Basso
2006-06-25,5634.25,Alto
2006-07-02,5473.297619047619,Basso
2006-07-09,5164.071428571428,Basso
2006-07-16,6040.607142857143,Alto
2006-07-23,6332.077380952381,Alto
2006-07-30,6111.446428571428,Alto
2006-08-06,6582.035714285715,Alto
2006-08-13,5813.303571428572,Alto
2006-08-20,5944.071428571428,Alto
2006-08-27,5842.7202380952385,Alto
2006-09-03,5359.458333333333,Basso
2006-09-10,4987.708333333333,Basso
2006-09-17,4965.589285714285,Basso
2006-09-24,4951.952380952381,Basso
2006-10-01,4814.5,Basso
2006-10-08,4881.869047619048,Basso
2006-10-15,4954.5952380952385,Basso
2006-10-22,4957.148809523809,Basso
2006-10-29,5379.491017964072,Basso
2006-11-05,5299.678571428572,Basso
2006-11-12,5091.755952380952,Basso
2006-11-19,5336.547619047619,Basso
2006-11-26,5290.797619047619,Basso
2006-12-03,5271.232142857143,Basso
2006-12-10,6368.785714285715,Alto
2006-12-17,5627.035714285715,Alto
2006-12-24,5569.7202380952385,Basso
2006-12-31,5382.083333333333,Basso
2007-01-07,5307.75,Basso
2007-01-14,5799.398809523809,Alto
2007-01-21,6180.773809523809,Alto
2007-01-28,6448.273809523809,Alto
2007-02-04,6742.946428571428,Alto
2007-02-11,7350.898809523809,Alto
2007-02-18,6876.565476190476,Alto
2007-02-25,6301.142857142857,Alto
2007-03-04,5902.089285714285,Alto
2007-03-11,6241.526946107784,Alto
2007-03-18,5625.071428571428,Alto
2007-03-25,5352.755952380952,Basso
2007-04-01,4953.297619047619,Basso
2007-04-08,5368.321428571428,Basso
2007-04-15,5563.392857142857,Basso
2007-04-22,5245.898809523809,Basso
2007-04-29,4831.839285714285,Basso
2007-05-06,4791.696428571428,Basso
2007-05-13,4972.023809523809,Basso
2007-05-20,4843.738095238095,Basso
2007-05-27,5195.880952380952,Basso
2007-06-03,5544.321428571428,Basso
2007-06-10,5359.309523809524,Basso
2007-06-17,5322.184523809524,Basso
2007-06-24,5473.357142857143,Basso
2007-07-01,5759.910714285715,Alto
2007-07-08,5207.386904761905,Basso
2007-07-15,5779.363095238095,Alto
2007-07-22,5613.559523809524,Alto
2007-07-29,5577.7797619047615,Basso
2007-08-05,6251.25,Alto
2007-08-12,6307.005952380952,Alto
2007-08-19,5778.744047619048,Alto
2007-08-26,5951.726190476191,Alto
2007-09-02,5795.196428571428,Alto
2007-09-09,5939.630952380952,Alto
2007-09-16,5174.452380952381,Basso
2007-09-23,5179.625,Basso
2007-09-30,5267.0,Basso
2007-10-07,5327.523809523809,Basso
2007-10-14,5128.113095238095,Basso
2007-10-21,4907.184523809524,Basso
2007-10-28,4944.803571428572,Basso
2007-11-04,5208.748502994012,Basso
2007-11-11,5576.375,Basso
2007-11-18,5461.440476190476,Basso
2007-11-25,5236.505952380952,Basso
2007-12-02,5716.160714285715,Alto
2007-12-09,6485.886904761905,Alto
2007-12-16,6056.952380952381,Alto
2007-12-23,6241.511904761905,Alto
2007-12-30,5576.380952380952,Basso
2008-01-06,6226.446428571428,Alto
2008-01-13,5454.0,Basso
2008-01-20,6465.565476190476,Alto
2008-01-27,6779.446428571428,Alto
2008-02-03,6201.053571428572,Alto
2008-02-10,5779.619047619048,Alto
2008-02-17,6506.642857142857,Alto
2008-02-24,6418.273809523809,Alto
2008-03-02,6388.196428571428,Alto
2008-03-09,5797.784431137725,Alto
2008-03-16,5604.315476190476,Alto
2008-03-23,5568.875,Basso
2008-03-30,5512.380952380952,Basso
2008-04-06,5256.863095238095,Basso
2008-04-13,4931.982142857143,Basso
2008-04-20,4922.613095238095,Basso
2008-04-27,4768.523809523809,Basso
2008-05-04,4836.5952380952385,Basso
2008-05-11,4782.505952380952,Basso
2008-05-18,4892.702380952381,Basso
2008-05-25,4833.928571428572,Basso
2008-06-01,4917.714285714285,Basso
2008-06-08,5691.476190476191,Alto
2008-06-15,6065.005952380952,Alto
2008-06-22,5092.946428571428,Basso
2008-06-29,5581.005952380952,Basso
2008-07-06,5063.648809523809,Basso
2008-07-13,5879.261904761905,Alto
2008-07-20,6090.476190476191,Alto
2008-07-27,5818.357142857143,Alto
2008-08-03,5915.464285714285,Alto
2008-08-10,5547.505952380952,Basso
2008-08-17,5175.041666666667,Basso
2008-08-24,5670.875,Alto
2008-08-31,5351.178571428572,Basso
2008-09-07,5524.017857142857,Basso
2008-09-14,5367.386904761905,Basso
2008-09-21,4875.458333333333,Basso
2008-09-28,4852.3452380952385,Basso
2008-10-05,4795.9047619047615,Basso
2008-10-12,4787.535714285715,Basso
2008-10-19,4868.315476190476,Basso
2008-10-26,5106.333333333333,Basso
2008-11-02,5268.832335329342,Basso
2008-11-09,4879.4047619047615,Basso
2008-11-16,5337.136904761905,Basso
2008-11-23,6208.8452380952385,Alto
2008-11-30,5650.172619047619,Alto
2008-12-07,6216.190476190476,Alto
2008-12-14,6175.166666666667,Alto
2008-12-21,5968.773809523809,Alto
2008-12-28,5790.672619047619,Alto
2009-01-04,5783.9047619047615,Alto
2009-01-11,6220.571428571428,Alto
2009-01-18,7060.2202380952385,Alto
2009-01-25,6691.809523809524,Alto
2009-02-01,6529.880952380952,Alto
2009-02-08,6305.160714285715,Alto
2009-02-15,5573.690476190476,Basso
2009-02-22,6239.833333333333,Alto
2009-03-01,5976.160714285715,Alto
2009-03-08,5789.431137724551,Alto
2009-03-15,5265.666666666667,Basso
2009-03-22,5179.190476190476,Basso
2009-03-29,5099.309523809524,Basso
2009-04-05,4915.541666666667,Basso
2009-04-12,4962.047619047619,Basso
2009-04-19,4837.244047619048,Basso
2009-04-26,4766.089285714285,Basso
2009-05-03,4619.071428571428,Basso
2009-05-10,4531.113095238095,Basso
2009-05-17,4560.863095238095,Basso
2009-05-24,4725.0952380952385,Basso
2009-05-31,4628.8452380952385,Basso
2009-06-07,4701.351190476191,Basso
2009-06-14,5116.214285714285,Basso
2009-06-21,5040.261904761905,Basso
2009-06-28,5369.565476190476,Basso
2009-07-05,4649.386904761905,Basso
2009-07-12,5116.101190476191,Basso
2009-07-19,5134.625,Basso
2009-07-26,5146.232142857143,Basso
2009-08-02,5460.083333333333,Basso
2009-08-09,5353.083333333333,Basso
2009-08-16,5813.619047619048,Alto
2009-08-23,5851.571428571428,Alto
2009-08-30,5393.398809523809,Basso
2009-09-06,4706.464285714285,Basso
2009-09-13,4643.648809523809,Basso
2009-09-20,4784.577380952381,Basso
2009-09-27,4888.261904761905,Basso
2009-10-04,4549.214285714285,Basso
2009-10-11,4566.208333333333,Basso
2009-10-18,5015.648809523809,Basso
2009-10-25,4783.863095238095,Basso
2009-11-01,4688.928143712575,Basso
2009-11-08,5168.702380952381,Basso
2009-11-15,4933.916666666667,Basso
2009-11-22,4922.297619047619,Basso
2009-11-29,4847.339285714285,Basso
2009-12-06,5596.380952380952,Basso
2009-12-13,6204.839285714285,Alto
2009-12-20,6193.005952380952,Alto
2009-12-27,5835.166666666667,Alto
2010-01-03,6348.857142857143,Alto
2010-01-10,6913.863095238095,Alto
2010-01-17,6322.738095238095,Alto
2010-01-24,5918.0,Alto
2010-01-31,6485.851190476191,Alto
2010-02-07,6349.047619047619,Alto
2010-02-14,6566.839285714285,Alto
2010-02-21,6404.339285714285,Alto
2010-02-28,6195.333333333333,Alto
2010-03-07,5946.005952380952,Alto
2010-03-14,5261.694610778443,Basso
2010-03-21,5025.1547619047615,Basso
2010-03-28,5101.357142857143,Basso
2010-04-04,4769.648809523809,Basso
2010-04-11,4827.869047619048,Basso
2010-04-18,4739.208333333333,Basso
2010-04-25,4689.928571428572,Basso
2010-05-02,4842.440476190476,Basso
2010-05-09,4864.571428571428,Basso
2010-05-16,4872.607142857143,Basso
2010-05-23,4761.422619047619,Basso
2010-05-30,5411.315476190476,Basso
2010-06-06,5534.244047619048,Basso
2010-06-13,5254.559523809524,Basso
2010-06-20,5701.565476190476,Alto
2010-06-27,6128.75,Alto
2010-07-04,5355.303571428572,Basso
2010-07-11,6216.892857142857,Alto
2010-07-18,6082.416666666667,Alto
2010-07-25,6498.125,Alto
2010-08-01,5816.803571428572,Alto
2010-08-08,5761.166666666667,Alto
2010-08-15,6225.517857142857,Alto
2010-08-22,5953.440476190476,Alto
2010-08-29,5390.2797619047615,Basso
2010-09-05,5734.523809523809,Alto
2010-09-12,4826.583333333333,Basso
2010-09-19,4836.2797619047615,Basso
2010-09-26,5306.464285714285,Basso
2010-10-03,4658.035714285715,Basso
2010-10-10,4685.476190476191,Basso
2010-10-17,4717.958333333333,Basso
2010-10-24,4846.8452380952385,Basso
2010-10-31,4850.934523809524,Basso
2010-11-07,5308.101796407185,Basso
2010-11-14,5222.244047619048,Basso
2010-11-21,5270.130952380952,Basso
2010-11-28,5131.648809523809,Basso
2010-12-05,5934.321428571428,Alto
2010-12-12,6591.922155688623,Alto
2010-12-19,7044.416666666667,Alto
2010-12-26,6313.309523809524,Alto
2011-01-02,5843.363095238095,Alto
2011-01-09,6539.886904761905,Alto
2011-01-16,6740.041666666667,Alto
2011-01-23,6692.547619047619,Alto
2011-01-30,6556.476190476191,Alto
2011-02-06,6405.702380952381,Alto
2011-02-13,6548.422619047619,Alto
2011-02-20,5605.833333333333,Alto
2011-02-27,6050.755952380952,Alto
2011-03-06,5661.863095238095,Alto
2011-03-13,5689.359281437126,Alto
2011-03-20,5207.297619047619,Basso
2011-03-27,5434.065476190476,Basso
2011-04-03,5709.160714285715,Alto
2011-04-10,5102.827380952381,Basso
2011-04-17,4919.559523809524,Basso
2011-04-24,4773.875,Basso
2011-05-01,4785.255952380952,Basso
2011-05-08,4745.488095238095,Basso
2011-05-15,4762.577380952381,Basso
2011-05-22,4755.25,Basso
2011-05-29,5290.565476190476,Basso
2011-06-05,5575.357142857143,Basso
2011-06-12,5849.053571428572,Alto
2011-06-19,5098.7797619047615,Basso
2011-06-26,5535.214285714285,Basso
2011-07-03,5474.547619047619,Basso
2011-07-10,5690.458333333333,Alto
2011-07-17,5952.541666666667,Alto
2011-07-24,6785.458333333333,Alto
2011-07-31,6276.785714285715,Alto
2011-08-07,6185.571428571428,Alto
2011-08-14,5700.797619047619,Alto
2011-08-21,5614.755952380952,Alto
2011-08-28,5486.684523809524,Basso
2011-09-04,5511.047619047619,Basso
2011-09-11,4977.636904761905,Basso
2011-09-18,4881.952380952381,Basso
2011-09-25,4854.625,Basso
2011-10-02,4884.488095238095,Basso
2011-10-09,4737.023809523809,Basso
2011-10-16,4695.601190476191,Basso
2011-10-23,4778.607142857143,Basso
2011-10-30,5140.0297619047615,Basso
2011-11-06,5262.419161676647,Basso
2011-11-13,5229.976190476191,Basso
2011-11-20,5235.458333333333,Basso
2011-11-27,4939.809523809524,Basso
2011-12-04,5458.333333333333,Basso
2011-12-11,5757.886904761905,Alto
2011-12-18,5998.261904761905,Alto
2011-12-25,5505.428571428572,Basso
2012-01-01,5491.125,Basso
2012-01-08,6129.613095238095,Alto
2012-01-15,6270.565476190476,Alto
2012-01-22,6439.702380952381,Alto
2012-01-29,5851.630952380952,Alto
2012-02-05,5680.803571428572,Alto
2012-02-12,6243.726190476191,Alto
2012-02-19,5845.119047619048,Alto
2012-02-26,5649.827380952381,Alto
2012-03-04,5514.577380952381,Basso
2012-03-11,5512.25748502994,Basso
2012-03-18,4692.452380952381,Basso
2012-03-25,4684.351190476191,Basso
2012-04-01,4680.6547619047615,Basso
2012-04-08,4678.25,Basso
2012-04-15,4895.922619047619,Basso
2012-04-22,4724.636904761905,Basso
2012-04-29,4935.125,Basso
2012-05-06,5013.535714285715,Basso
2012-05-13,4731.226190476191,Basso
2012-05-20,4837.559523809524,Basso
2012-05-27,5423.017857142857,Basso
2012-06-03,5238.386904761905,Basso
2012-06-10,4954.261904761905,Basso
2012-06-17,5304.726190476191,Basso
2012-06-24,5960.065476190476,Alto
2012-07-01,5477.672619047619,Basso
2012-07-08,6170.380952380952,Alto
2012-07-15,5803.886904761905,Alto
2012-07-22,5910.916666666667,Alto
2012-07-29,5945.744047619048,Alto
2012-08-05,6062.065476190476,Alto
2012-08-12,5783.4702380952385,Alto
2012-08-19,5392.702380952381,Basso
2012-08-26,5374.476190476191,Basso
2012-09-02,5707.327380952381,Alto
2012-09-09,5685.803571428572,Alto
2012-09-16,4819.952380952381,Basso
2012-09-23,4661.113095238095,Basso
2012-09-30,4609.5952380952385,Basso
2012-10-07,4748.636904761905,Basso
2012-10-14,4906.422619047619,Basso
2012-10-21,4713.041666666667,Basso
2012-10-28,4669.523809523809,Basso
2012-11-04,5221.173652694611,Basso
2012-11-11,5479.190476190476,Basso
2012-11-18,5518.410714285715,Basso
2012-11-25,5306.267857142857,Basso
2012-12-02,5709.880952380952,Alto
2012-12-09,5358.107142857143,Basso
2012-12-16,5798.059523809524,Alto
2012-12-23,5853.4702380952385,Alto
2012-12-30,5915.982142857143,Alto
2013-01-06,6203.559523809524,Alto
2013-01-13,5826.660714285715,Alto
2013-01-20,5924.196428571428,Alto
2013-01-27,7133.25,Alto
2013-02-03,6294.023809523809,Alto
2013-02-10,6470.773809523809,Alto
2013-02-17,6057.184523809524,Alto
2013-02-24,6435.339285714285,Alto
2013-03-03,6165.238095238095,Alto
2013-03-10,6086.389221556886,Alto
2013-03-17,5688.005952380952,Alto
2013-03-24,6059.196428571428,Alto
2013-03-31,5596.0,Basso
2013-04-07,5416.363095238095,Basso
2013-04-14,4800.523809523809,Basso
2013-04-21,4780.791666666667,Basso
2013-04-28,4797.791666666667,Basso
2013-05-05,4656.035714285715,Basso
2013-05-12,4709.047619047619,Basso
2013-05-19,4983.9047619047615,Basso
2013-05-26,5197.119047619048,Basso
2013-06-02,5422.988095238095,Basso
2013-06-09,4977.976190476191,Basso
2013-06-16,5209.815476190476,Basso
2013-06-23,5504.976190476191,Basso
2013-06-30,5755.392857142857,Alto
2013-07-07,5778.553571428572,Alto
2013-07-14,5724.136904761905,Alto
2013-07-21,6532.630952380952,Alto
2013-07-28,5469.75,Basso
2013-08-04,5236.285714285715,Basso
2013-08-11,5491.416666666667,Basso
2013-08-18,5149.5297619047615,Basso
2013-08-25,5458.9702380952385,Basso
2013-09-01,5844.077380952381,Alto
2013-09-08,5179.488095238095,Basso
2013-09-15,5406.2797619047615,Basso
2013-09-22,4793.535714285715,Basso
2013-09-29,4619.559523809524,Basso
2013-10-06,5062.601190476191,Basso
2013-10-13,4697.321428571428,Basso
2013-10-20,4812.1547619047615,Basso
2013-10-27,5251.357142857143,Basso
2013-11-03,4989.74251497006,Basso
2013-11-10,5342.452380952381,Basso
2013-11-17,5578.559523809524,Basso
2013-11-24,5792.136904761905,Alto
2013-12-01,6172.327380952381,Alto
2013-12-08,5820.75,Alto
2013-12-15,6631.285714285715,Alto
2013-12-22,6027.517857142857,Alto
2013-12-29,5834.714285714285,Alto
2014-01-05,6576.690476190476,Alto
2014-01-12,6915.398809523809,Alto
2014-01-19,6317.952380952381,Alto
2014-01-26,7509.226190476191,Alto
2014-02-02,7163.107142857143,Alto
2014-02-09,6758.880952380952,Alto
2014-02-16,6988.369047619048,Alto
2014-02-23,6036.583333333333,Alto
2014-03-02,6809.190476190476,Alto
2014-03-09,6636.45508982036,Alto
2014-03-16,5809.666666666667,Alto
2014-03-23,5850.047619047619,Alto
2014-03-30,6055.839285714285,Alto
2014-04-06,5148.166666666667,Basso
2014-04-13,4998.452380952381,Basso
2014-04-20,4981.702380952381,Basso
2014-04-27,4820.172619047619,Basso
2014-05-04,4836.630952380952,Basso
2014-05-11,4864.214285714285,Basso
2014-05-18,4975.708333333333,Basso
2014-05-25,4825.267857142857,Basso
2014-06-01,5047.077380952381,Basso
2014-06-08,5228.619047619048,Basso
2014-06-15,5239.5297619047615,Basso
2014-06-22,5698.202380952381,Alto
2014-06-29,5858.446428571428,Alto
2014-07-06,5539.476190476191,Basso
2014-07-13,5865.083333333333,Alto
2014-07-20,5376.464285714285,Basso
2014-07-27,5831.339285714285,Alto
2014-08-03,5216.059523809524,Basso
2014-08-10,5545.113095238095,Basso
2014-08-17,5197.702380952381,Basso
2014-08-24,5698.684523809524,Alto
2014-08-31,5597.511904761905,Basso
2014-09-07,5925.083333333333,Alto
2014-09-14,5132.6547619047615,Basso
2014-09-21,4863.880952380952,Basso
2014-09-28,4829.255952380952,Basso
2014-10-05,4846.940476190476,Basso
2014-10-12,4845.1547619047615,Basso
2014-10-19,4821.017857142857,Basso
2014-10-26,4965.630952380952,Basso
2014-11-02,5086.6863905325445,Basso
2014-11-09,5228.619047619048,Basso
2014-11-16,5671.833333333333,Alto
2014-11-23,6372.047619047619,Alto
2014-11-30,5541.488095238095,Basso
2014-12-07,5898.940476190476,Alto
2014-12-14,6416.339285714285,Alto
2014-12-21,6296.952380952381,Alto
2014-12-28,5491.440476190476,Basso
2015-01-04,6044.446428571428,Alto
2015-01-11,7437.952380952381,Alto
2015-01-18,6696.994047619048,Alto
2015-01-25,6421.130952380952,Alto
2015-02-01,7006.839285714285,Alto
2015-02-08,6784.815476190476,Alto
2015-02-15,7107.791666666667,Alto
2015-02-22,7967.755952380952,Alto
2015-03-01,7264.517857142857,Alto
2015-03-08,6710.904191616766,Alto
2015-03-15,5684.898809523809,Alto
2015-03-22,5712.761904761905,Alto
2015-03-29,5969.613095238095,Alto
2015-04-05,5177.327380952381,Basso
2015-04-12,4950.773809523809,Basso
2015-04-19,4781.392857142857,Basso
2015-04-26,5064.369047619048,Basso
2015-05-03,4812.476190476191,Basso
2015-05-10,5240.035714285715,Basso
2015-05-17,5165.642857142857,Basso
2015-05-24,4941.023809523809,Basso
2015-05-31,5533.238095238095,Basso
2015-06-07,4997.934523809524,Basso
2015-06-14,5801.476190476191,Alto
2015-06-21,5805.363095238095,Alto
2015-06-28,5515.303571428572,Basso
2015-07-05,4977.535714285715,Basso
2015-07-12,5687.863095238095,Alto
2015-07-19,5820.761904761905,Alto
2015-07-26,5962.196428571428,Alto
2015-08-02,6164.898809523809,Alto
2015-08-09,5528.648809523809,Basso
2015-08-16,5673.869047619048,Alto
2015-08-23,5774.791666666667,Alto
2015-08-30,5328.0952380952385,Basso
2015-09-06,6008.982142857143,Alto
2015-09-13,5444.136904761905,Basso
2015-09-20,5083.5952380952385,Basso
2015-09-27,4790.910714285715,Basso
2015-10-04,4870.107142857143,Basso
2015-10-11,4720.125,Basso
2015-10-18,4797.315476190476,Basso
2015-10-25,4867.2202380952385,Basso
2015-11-01,4884.674556213018,Basso
2015-11-08,4784.434523809524,Basso
2015-11-15,5147.4047619047615,Basso
2015-11-22,5175.6547619047615,Basso
2015-11-29,5135.5,Basso
2015-12-06,5623.839285714285,Alto
2015-12-13,5388.696428571428,Basso
2015-12-20,5652.482142857143,Alto
2015-12-27,4866.541666666667,Basso
2016-01-03,5397.910714285715,Basso
2016-01-10,6340.559523809524,Alto
2016-01-17,6458.988095238095,Alto
2016-01-24,7378.267857142857,Alto
2016-01-31,6273.869047619048,Alto
2016-02-07,5842.726190476191,Alto
2016-02-14,7128.196428571428,Alto
2016-02-21,6208.488095238095,Alto
2016-02-28,5846.625,Alto
2016-03-06,5821.767857142857,Alto
2016-03-13,4930.874251497006,Basso
2016-03-20,5106.172619047619,Basso
2016-03-27,4999.535714285715,Basso
2016-04-03,4860.761904761905,Basso
2016-04-10,5541.988095238095,Basso
2016-04-17,4877.833333333333,Basso
2016-04-24,4653.119047619048,Basso
2016-05-01,4709.625,Basso
2016-05-08,4671.125,Basso
2016-05-15,4711.809523809524,Basso
2016-05-22,4728.583333333333,Basso
