Datetime,DOM_MW,Consumption
2006-09-03,11485.982142857143,Alto
2006-09-10,10414.345238095239,Basso
2006-09-17,9598.55357142857,Basso
2006-09-24,9915.916666666666,Basso
2006-10-01,9210.940476190477,Basso
2006-10-08,9331.690476190477,Basso
2006-10-15,9088.452380952382,Basso
2006-10-22,9070.64880952381,Basso
2006-10-29,9706.706586826347,Basso
2006-11-05,9725.184523809523,Basso
2006-11-12,9267.30357142857,Basso
2006-11-19,9466.494047619048,Basso
2006-11-26,10178.565476190477,Basso
2006-12-03,9638.77380952381,Basso
2006-12-10,11883.452380952382,Alto
2006-12-17,10261.60119047619,Basso
2006-12-24,10070.619047619048,Basso
2006-12-31,10117.05357142857,Basso
2007-01-07,9630.10119047619,Basso
2007-01-14,10570.541666666666,Basso
2007-01-21,11421.619047619048,Alto
2007-01-28,12038.672619047618,Alto
2007-02-04,12670.14880952381,Alto
2007-02-11,13878.011904761905,Alto
2007-02-18,13037.92857142857,Alto
2007-02-25,11431.19642857143,Alto
2007-03-04,10440.964285714286,Basso
2007-03-11,11226.754491017964,Alto
2007-03-18,10207.0,Basso
2007-03-25,9591.22619047619,Basso
2007-04-01,8968.60119047619,Basso
2007-04-08,9584.011904761905,Basso
2007-04-15,9657.886904761905,Basso
2007-04-22,9375.744047619048,Basso
2007-04-29,9271.011904761905,Basso
2007-05-06,9239.125,Basso
2007-05-13,9696.880952380952,Basso
2007-05-20,9232.434523809523,Basso
2007-05-27,10199.5,Basso
2007-06-03,11397.934523809523,Alto
2007-06-10,11711.940476190477,Alto
2007-06-17,10516.64880952381,Basso
2007-06-24,11882.375,Alto
2007-07-01,12787.964285714286,Alto
2007-07-08,11727.630952380952,Alto
2007-07-15,12869.14880952381,Alto
2007-07-22,12436.083333333334,Alto
2007-07-29,12151.083333333334,Alto
2007-08-05,13272.892857142857,Alto
2007-08-12,14151.684523809523,Alto
2007-08-19,12630.065476190477,Alto
2007-08-26,12372.27380952381,Alto
2007-09-02,12027.857142857143,Alto
2007-09-09,12401.19642857143,Alto
2007-09-16,11191.535714285714,Alto
2007-09-23,10168.690476190477,Basso
2007-09-30,10695.017857142857,Basso
2007-10-07,10800.386904761905,Basso
2007-10-14,10145.982142857143,Basso
2007-10-21,9558.982142857143,Basso
2007-10-28,9546.238095238095,Basso
2007-11-04,9378.778443113772,Basso
2007-11-11,10196.19642857143,Basso
2007-11-18,9860.827380952382,Basso
2007-11-25,9814.797619047618,Basso
2007-12-02,10503.809523809523,Basso
2007-12-09,11603.52380952381,Alto
2007-12-16,10403.779761904761,Basso
2007-12-23,11665.22619047619,Alto
2007-12-30,10365.714285714286,Basso
2008-01-06,11979.44642857143,Alto
2008-01-13,9866.267857142857,Basso
2008-01-20,12288.095238095239,Alto
2008-01-27,12912.67857142857,Alto
2008-02-03,11327.636904761905,Alto
2008-02-10,9814.625,Basso
2008-02-17,11685.35119047619,Alto
2008-02-24,11448.02380952381,Alto
2008-03-02,11303.059523809523,Alto
2008-03-09,9876.305389221558,Basso
2008-03-16,9648.505952380952,Basso
2008-03-23,9642.875,Basso
2008-03-30,9701.119047619048,Basso
2008-04-06,9353.19642857143,Basso
2008-04-13,9355.827380952382,Basso
2008-04-20,9310.261904761905,Basso
2008-04-27,9204.333333333334,Basso
2008-05-04,9153.422619047618,Basso
2008-05-11,9235.89880952381,Basso
2008-05-18,9166.57142857143,Basso
2008-05-25,8866.940476190477,Basso
2008-06-01,10209.494047619048,Basso
2008-06-08,12365.755952380952,Alto
2008-06-15,13393.89880952381,Alto
2008-06-22,11075.565476190477,Alto
2008-06-29,12786.82142857143,Alto
2008-07-06,11712.75,Alto
2008-07-13,12428.44642857143,Alto
2008-07-20,12916.125,Alto
2008-07-27,12827.339285714286,Alto
2008-08-03,13231.64880952381,Alto
2008-08-10,12402.875,Alto
2008-08-17,11171.72619047619,Alto
2008-08-24,11954.017857142857,Alto
2008-08-31,11491.583333333334,Alto
2008-09-07,11708.07142857143,Alto
2008-09-14,11759.60119047619,Alto
2008-09-21,10089.244047619048,Basso
2008-09-28,9601.220238095239,Basso
2008-10-05,9182.72619047619,Basso
2008-10-12,9119.67857142857,Basso
2008-10-19,9332.05357142857,Basso
2008-10-26,9370.214285714286,Basso
2008-11-02,9914.814371257486,Basso
2008-11-09,9025.470238095239,Basso
2008-11-16,9758.488095238095,Basso
2008-11-23,11816.702380952382,Alto
2008-11-30,10756.636904761905,Basso
2008-12-07,11621.791666666666,Alto
2008-12-14,11264.982142857143,Alto
2008-12-21,10682.613095238095,Basso
2008-12-28,10932.125,Basso
2009-01-04,11108.815476190477,Alto
2009-01-11,11260.636904761905,Alto
2009-01-18,13695.684523809523,Alto
2009-01-25,12906.744047619048,Alto
2009-02-01,12354.857142857143,Alto
2009-02-08,12101.5,Alto
2009-02-15,9866.833333333334,Basso
2009-02-22,11634.75,Alto
2009-03-01,11447.779761904761,Alto
2009-03-08,11510.137724550897,Alto
2009-03-15,9825.0,Basso
2009-03-22,9928.482142857143,Basso
2009-03-29,9672.357142857143,Basso
2009-04-05,8763.279761904761,Basso
2009-04-12,8965.708333333334,Basso
2009-04-19,9070.416666666666,Basso
2009-04-26,9219.166666666666,Basso
2009-05-03,9593.702380952382,Basso
2009-05-10,9393.916666666666,Basso
2009-05-17,9154.958333333334,Basso
2009-05-24,9413.82142857143,Basso
2009-05-31,10366.916666666666,Basso
2009-06-07,10286.190476190477,Basso
2009-06-14,11677.184523809523,Alto
2009-06-21,11130.767857142857,Alto
2009-06-28,11824.380952380952,Alto
2009-07-05,11087.309523809523,Alto
2009-07-12,11121.19642857143,Alto
2009-07-19,11621.82142857143,Alto
2009-07-26,11945.595238095239,Alto
2009-08-02,12686.559523809523,Alto
2009-08-09,12296.011904761905,Alto
2009-08-16,12837.190476190477,Alto
2009-08-23,13203.190476190477,Alto
2009-08-30,12455.136904761905,Alto
2009-09-06,10167.345238095239,Basso
2009-09-13,9762.755952380952,Basso
2009-09-20,10082.761904761905,Basso
2009-09-27,10390.113095238095,Basso
2009-10-04,9011.202380952382,Basso
2009-10-11,9021.529761904761,Basso
2009-10-18,9301.636904761905,Basso
2009-10-25,9110.511904761905,Basso
2009-11-01,8949.149700598802,Basso
2009-11-08,9463.517857142857,Basso
2009-11-15,9337.166666666666,Basso
2009-11-22,9252.297619047618,Basso
2009-11-29,9610.065476190477,Basso
2009-12-06,10447.244047619048,Basso
2009-12-13,11654.22619047619,Alto
2009-12-20,12231.809523809523,Alto
2009-12-27,11730.440476190477,Alto
2010-01-03,12912.19642857143,Alto
2010-01-10,13908.613095238095,Alto
2010-01-17,12351.684523809523,Alto
2010-01-24,11190.77380952381,Alto
2010-01-31,12289.416666666666,Alto
2010-02-07,13021.672619047618,Alto
2010-02-14,13272.589285714286,Alto
2010-02-21,12230.02380952381,Alto
2010-02-28,11681.565476190477,Alto
2010-03-07,11372.779761904761,Alto
2010-03-14,9522.976047904192,Basso
2010-03-21,9390.720238095239,Basso
2010-03-28,9332.910714285714,Basso
2010-04-04,8746.107142857143,Basso
2010-04-11,9467.30357142857,Basso
2010-04-18,8776.690476190477,Basso
2010-04-25,8688.505952380952,Basso
2010-05-02,9457.92857142857,Basso
2010-05-09,10281.113095238095,Basso
2010-05-16,9433.738095238095,Basso
2010-05-23,9303.714285714286,Basso
2010-05-30,10746.07142857143,Basso
2010-06-06,12567.791666666666,Alto
2010-06-13,11556.464285714286,Alto
2010-06-20,12792.14880952381,Alto
2010-06-27,14188.172619047618,Alto
2010-07-04,11987.64880952381,Alto
2010-07-11,13681.839285714286,Alto
2010-07-18,13583.089285714286,Alto
2010-07-25,14708.190476190477,Alto
2010-08-01,12657.065476190477,Alto
2010-08-08,12778.142857142857,Alto
2010-08-15,13313.607142857143,Alto
2010-08-22,12960.035714285714,Alto
2010-08-29,11677.333333333334,Alto
2010-09-05,12368.767857142857,Alto
2010-09-12,10640.857142857143,Basso
2010-09-19,10661.315476190477,Basso
2010-09-26,11489.083333333334,Alto
2010-10-03,9533.309523809523,Basso
2010-10-10,8801.892857142857,Basso
2010-10-17,9124.666666666666,Basso
2010-10-24,8799.065476190477,Basso
2010-10-31,9294.827380952382,Basso
2010-11-07,9667.676646706586,Basso
2010-11-14,9729.77380952381,Basso
2010-11-21,9551.595238095239,Basso
2010-11-28,9529.75,Basso
2010-12-05,11042.672619047618,Alto
2010-12-12,12967.550898203594,Alto
2010-12-19,14207.535714285714,Alto
2010-12-26,12945.035714285714,Alto
2011-01-02,12003.035714285714,Alto
2011-01-09,12982.94642857143,Alto
2011-01-16,13314.952380952382,Alto
2011-01-23,12822.77380952381,Alto
2011-01-30,12748.92857142857,Alto
2011-02-06,11841.0,Alto
2011-02-13,12251.988095238095,Alto
2011-02-20,10037.119047619048,Basso
2011-02-27,10793.261904761905,Basso
2011-03-06,10206.922619047618,Basso
2011-03-13,10235.293413173653,Basso
2011-03-20,9393.267857142857,Basso
2011-03-27,9688.529761904761,Basso
2011-04-03,10540.297619047618,Basso
2011-04-10,9014.744047619048,Basso
2011-04-17,8805.904761904761,Basso
2011-04-24,9020.702380952382,Basso
2011-05-01,9816.863095238095,Basso
2011-05-08,8966.97619047619,Basso
2011-05-15,9051.833333333334,Basso
2011-05-22,9495.035714285714,Basso
2011-05-29,11573.232142857143,Alto
2011-06-05,12097.565476190477,Alto
2011-06-12,12940.940476190477,Alto
2011-06-19,11100.845238095239,Alto
2011-06-26,12120.410714285714,Alto
2011-07-03,12319.14880952381,Alto
2011-07-10,12547.934523809523,Alto
2011-07-17,12702.964285714286,Alto
2011-07-24,14838.047619047618,Alto
2011-07-31,14172.357142857143,Alto
2011-08-07,13320.916666666666,Alto
2011-08-14,12847.267857142857,Alto
2011-08-21,12080.791666666666,Alto
2011-08-28,11128.755952380952,Alto
2011-09-04,10526.452380952382,Basso
2011-09-11,11280.05357142857,Alto
2011-09-18,10157.916666666666,Basso
2011-09-25,10003.35119047619,Basso
2011-10-02,10054.279761904761,Basso
2011-10-09,8822.613095238095,Basso
2011-10-16,9045.27380952381,Basso
2011-10-23,8949.52380952381,Basso
2011-10-30,9357.125,Basso
2011-11-06,9667.904191616766,Basso
2011-11-13,9656.47619047619,Basso
2011-11-20,9689.690476190477,Basso
2011-11-27,9072.880952380952,Basso
2011-12-04,10156.92857142857,Basso
2011-12-11,10386.30357142857,Basso
2011-12-18,10997.80357142857,Alto
2011-12-25,10106.14880952381,Basso
2012-01-01,10367.0,Basso
2012-01-08,11464.910714285714,Alto
2012-01-15,11355.232142857143,Alto
2012-01-22,11830.595238095239,Alto
2012-01-29,10357.833333333334,Basso
2012-02-05,10279.755952380952,Basso
2012-02-12,11665.57142857143,Alto
2012-02-19,10824.095238095239,Basso
2012-02-26,10405.10119047619,Basso
2012-03-04,9777.44642857143,Basso
2012-03-11,10334.221556886228,Basso
2012-03-18,8920.315476190477,Basso
2012-03-25,9029.029761904761,Basso
2012-04-01,8757.464285714286,Basso
2012-04-08,8668.005952380952,Basso
2012-04-15,8897.80357142857,Basso
2012-04-22,9110.440476190477,Basso
2012-04-29,8905.0,Basso
2012-05-06,9792.017857142857,Basso
2012-05-13,9025.44642857143,Basso
2012-05-20,9479.190476190477,Basso
2012-05-27,10713.07142857143,Basso
2012-06-03,11032.392857142857,Alto
2012-06-10,10154.672619047618,Basso
2012-06-17,10588.392857142857,Basso
2012-06-24,12382.511904761905,Alto
2012-07-01,12031.315476190477,Alto
2012-07-08,14423.142857142857,Alto
2012-07-15,12465.952380952382,Alto
2012-07-22,13327.232142857143,Alto
2012-07-29,13435.333333333334,Alto
2012-08-05,13197.285714285714,Alto
2012-08-12,12635.595238095239,Alto
2012-08-19,12014.72619047619,Alto
2012-08-26,11038.77380952381,Alto
2012-09-02,12451.94642857143,Alto
2012-09-09,12004.55357142857,Alto
2012-09-16,9644.089285714286,Basso
2012-09-23,9614.988095238095,Basso
2012-09-30,9414.02380952381,Basso
2012-10-07,9710.136904761905,Basso
2012-10-14,8864.434523809523,Basso
2012-10-21,8853.815476190477,Basso
2012-10-28,8940.10119047619,Basso
2012-11-04,9877.269461077844,Basso
2012-11-11,10315.613095238095,Basso
2012-11-18,10217.011904761905,Basso
2012-11-25,10269.035714285714,Basso
2012-12-02,11049.809523809523,Alto
2012-12-09,9773.327380952382,Basso
2012-12-16,10589.119047619048,Basso
2012-12-23,10726.422619047618,Basso
2012-12-30,11230.077380952382,Alto
2013-01-06,11753.630952380952,Alto
2013-01-13,10608.595238095239,Basso
2013-01-20,11090.142857142857,Alto
2013-01-27,13914.232142857143,Alto
2013-02-03,11604.011904761905,Alto
2013-02-10,11898.517857142857,Alto
2013-02-17,11210.125,Alto
2013-02-24,12009.761904761905,Alto
2013-03-03,11463.922619047618,Alto
2013-03-10,11430.215568862275,Alto
2013-03-17,10297.220238095239,Basso
2013-03-24,11317.732142857143,Alto
2013-03-31,10747.958333333334,Basso
2013-04-07,9910.785714285714,Basso
2013-04-14,9601.315476190477,Basso
2013-04-21,9092.767857142857,Basso
2013-04-28,8935.30357142857,Basso
2013-05-05,8729.220238095239,Basso
2013-05-12,9216.55357142857,Basso
2013-05-19,9596.172619047618,Basso
2013-05-26,10005.869047619048,Basso
2013-06-02,11381.994047619048,Alto
2013-06-09,10466.660714285714,Basso
2013-06-16,11371.059523809523,Alto
2013-06-23,11079.815476190477,Alto
2013-06-30,12735.85119047619,Alto
2013-07-07,12655.636904761905,Alto
2013-07-14,12452.345238095239,Alto
2013-07-21,14467.065476190477,Alto
2013-07-28,12280.029761904761,Alto
2013-08-04,11500.02380952381,Alto
2013-08-11,12055.172619047618,Alto
2013-08-18,10919.113095238095,Basso
2013-08-25,11245.130952380952,Alto
2013-09-01,11995.613095238095,Alto
2013-09-08,11332.755952380952,Alto
2013-09-15,11405.458333333334,Alto
2013-09-22,9442.39880952381,Basso
2013-09-29,8987.44642857143,Basso
2013-10-06,10351.083333333334,Basso
2013-10-13,9182.172619047618,Basso
2013-10-20,8975.029761904761,Basso
2013-10-27,9400.172619047618,Basso
2013-11-03,9064.173652694612,Basso
2013-11-10,9788.154761904761,Basso
2013-11-17,10439.952380952382,Basso
2013-11-24,10271.529761904761,Basso
2013-12-01,12073.345238095239,Alto
2013-12-08,10651.107142857143,Basso
2013-12-15,12529.52380952381,Alto
2013-12-22,10955.232142857143,Alto
2013-12-29,11280.77380952381,Alto
2014-01-05,12352.386904761905,Alto
2014-01-12,13088.761904761905,Alto
2014-01-19,11750.220238095239,Alto
2014-01-26,14817.059523809523,Alto
2014-02-02,13931.452380952382,Alto
2014-02-09,12553.744047619048,Alto
2014-02-16,13382.547619047618,Alto
2014-02-23,10754.934523809523,Basso
2014-03-02,12316.279761904761,Alto
2014-03-09,12831.269461077844,Alto
2014-03-16,10434.702380952382,Basso
2014-03-23,11061.94642857143,Alto
2014-03-30,11222.154761904761,Alto
2014-04-06,9156.494047619048,Basso
2014-04-13,9035.261904761905,Basso
2014-04-20,9419.291666666666,Basso
2014-04-27,8784.17857142857,Basso
2014-05-04,9035.547619047618,Basso
2014-05-11,9599.589285714286,Basso
2014-05-18,10120.785714285714,Basso
2014-05-25,9805.244047619048,Basso
2014-06-01,10190.642857142857,Basso
2014-06-08,10788.005952380952,Basso
2014-06-15,11603.458333333334,Alto
2014-06-22,12647.505952380952,Alto
2014-06-29,12163.67857142857,Alto
2014-07-06,12334.339285714286,Alto
2014-07-13,12684.934523809523,Alto
2014-07-20,11877.52380952381,Alto
2014-07-27,12132.386904761905,Alto
2014-08-03,10929.690476190477,Basso
2014-08-10,11511.863095238095,Alto
2014-08-17,11234.315476190477,Alto
2014-08-24,11650.357142857143,Alto
2014-08-31,11643.886904761905,Alto
2014-09-07,13081.07142857143,Alto
2014-09-14,10558.339285714286,Basso
2014-09-21,9896.958333333334,Basso
2014-09-28,9310.172619047618,Basso
2014-10-05,9292.767857142857,Basso
2014-10-12,9046.327380952382,Basso
2014-10-19,9290.607142857143,Basso
2014-10-26,8996.934523809523,Basso
2014-11-02,9374.556213017751,Basso
2014-11-09,9588.07142857143,Basso
2014-11-16,10516.416666666666,Basso
2014-11-23,12005.464285714286,Alto
2014-11-30,10657.994047619048,Basso
2014-12-07,10767.517857142857,Basso
2014-12-14,12061.22619047619,Alto
2014-12-21,11774.785714285714,Alto
2014-12-28,10482.041666666666,Basso
2015-01-04,11418.958333333334,Alto
2015-01-11,14172.255952380952,Alto
2015-01-18,12791.089285714286,Alto
2015-01-25,12084.255952380952,Alto
2015-02-01,13343.607142857143,Alto
2015-02-08,12579.125,Alto
2015-02-15,13857.785714285714,Alto
2015-02-22,16321.041666666666,Alto
2015-03-01,14440.934523809523,Alto
2015-03-08,12873.233532934131,Alto
2015-03-15,9998.809523809523,Basso
2015-03-22,10265.464285714286,Basso
2015-03-29,10661.845238095239,Basso
2015-04-05,9322.42857142857,Basso
2015-04-12,9001.994047619048,Basso
2015-04-19,8981.839285714286,Basso
2015-04-26,9107.880952380952,Basso
2015-05-03,8973.470238095239,Basso
2015-05-10,10036.809523809523,Basso
2015-05-17,10286.708333333334,Basso
2015-05-24,10137.267857142857,Basso
2015-05-31,11738.666666666666,Alto
2015-06-07,10135.22619047619,Basso
2015-06-14,12661.19642857143,Alto
2015-06-21,13512.785714285714,Alto
2015-06-28,12531.404761904761,Alto
2015-07-05,11425.958333333334,Alto
2015-07-12,12850.75,Alto
2015-07-19,12482.85119047619,Alto
2015-07-26,12934.083333333334,Alto
2015-08-02,13065.005952380952,Alto
2015-08-09,12405.541666666666,Alto
2015-08-16,11778.565476190477,Alto
2015-08-23,12408.291666666666,Alto
2015-08-30,11525.291666666666,Alto
2015-09-06,12362.952380952382,Alto
2015-09-13,11750.285714285714,Alto
2015-09-20,10401.208333333334,Basso
2015-09-27,9539.72619047619,Basso
2015-10-04,9826.904761904761,Basso
2015-10-11,9059.732142857143,Basso
2015-10-18,9125.32142857143,Basso
2015-10-25,9260.654761904761,Basso
2015-11-01,9084.668639053254,Basso
2015-11-08,9171.97619047619,Basso
2015-11-15,9563.30357142857,Basso
2015-11-22,9571.92857142857,Basso
2015-11-29,9995.654761904761,Basso
2015-12-06,10647.375,Basso
2015-12-13,10059.285714285714,Basso
2015-12-20,10299.327380952382,Basso
2015-12-27,9332.232142857143,Basso
2016-01-03,9910.452380952382,Basso
2016-01-10,12074.94642857143,Alto
2016-01-17,12020.779761904761,Alto
2016-01-24,15051.202380952382,Alto
2016-01-31,12110.125,Alto
2016-02-07,11080.202380952382,Alto
2016-02-14,14065.672619047618,Alto
2016-02-21,11929.690476190477,Alto
2016-02-28,10928.136904761905,Basso
2016-03-06,10900.291666666666,Basso
2016-03-13,9324.820359281437,Basso
2016-03-20,9413.214285714286,Basso
2016-03-27,9257.892857142857,Basso
2016-04-03,8909.952380952382,Basso
2016-04-10,9871.64880952381,Basso
2016-04-17,9221.958333333334,Basso
2016-04-24,8986.220238095239,Basso
2016-05-01,9063.059523809523,Basso
2016-05-08,9049.952380952382,Basso
2016-05-15,9041.744047619048,Basso
2016-05-22,8911.89880952381,Basso
2016-05-29,10718.089285714286,Basso
2016-06-05,11411.684523809523,Alto
2016-06-12,11457.791666666666,Alto
2016-06-19,11141.845238095239,Alto
2016-06-26,11828.363095238095,Alto
2016-07-03,11631.220238095239,Alto
2016-07-10,12986.511904761905,Alto
2016-07-17,13540.732142857143,Alto
2016-07-24,13910.559523809523,Alto
2016-07-31,14383.714285714286,Alto
2016-08-07,12865.154761904761,Alto
2016-08-14,14114.761904761905,Alto
2016-08-21,14050.125,Alto
2016-08-28,12834.827380952382,Alto
2016-09-04,11972.333333333334,Alto
2016-09-11,12746.684523809523,Alto
2016-09-18,11633.154761904761,Alto
2016-09-25,10985.422619047618,Alto
2016-10-02,9980.720238095239,Basso
2016-10-09,9386.440476190477,Basso
2016-10-16,8913.529761904761,Basso
2016-10-23,9894.791666666666,Basso
2016-10-30,9070.60119047619,Basso
2016-11-06,9112.24852071006,Basso
2016-11-13,9813.458333333334,Basso
2016-11-20,10096.363095238095,Basso
2016-11-27,10583.154761904761,Basso
2016-12-04,10414.202380952382,Basso
2016-12-11,11854.702380952382,Alto
2016-12-18,12295.059523809523,Alto
2016-12-25,11861.64880952381,Alto
2017-01-01,10839.416666666666,Basso
2017-01-08,12966.797619047618,Alto
2017-01-15,12426.690476190477,Alto
2017-01-22,10689.208333333334,Basso
2017-01-29,11154.386904761905,Alto
2017-02-05,12110.916666666666,Alto
2017-02-12,10646.160714285714,Basso
2017-02-19,10965.464285714286,Alto
2017-02-26,9436.541666666666,Basso
2017-03-05,10632.357142857143,Basso
2017-03-12,10431.11377245509,Basso
2017-03-19,12184.017857142857,Alto
2017-03-26,9929.55357142857,Basso
2017-04-02,9017.035714285714,Basso
2017-04-09,9275.327380952382,Basso
2017-04-16,9245.44642857143,Basso
2017-04-23,9433.22619047619,Basso
2017-04-30,10401.57142857143,Basso
2017-05-07,9533.660714285714,Basso
2017-05-14,9076.113095238095,Basso
2017-05-21,10855.767857142857,Basso
2017-05-28,9615.934523809523,Basso
2017-06-04,10852.761904761905,Basso
2017-06-11,10664.892857142857,Basso
2017-06-18,12995.619047619048,Alto
2017-06-25,12930.113095238095,Alto
2017-07-02,12040.184523809523,Alto
2017-07-09,12815.113095238095,Alto
2017-07-16,14106.922619047618,Alto
2017-07-23,14260.636904761905,Alto
2017-07-30,12107.07142857143,Alto
2017-08-06,12307.904761904761,Alto
2017-08-13,11581.880952380952,Alto
2017-08-20,13009.202380952382,Alto
2017-08-27,12149.232142857143,Alto
2017-09-03,10203.660714285714,Basso
2017-09-10,9970.5,Basso
2017-09-17,10733.07142857143,Basso
2017-09-24,11287.375,Alto
2017-10-01,10607.916666666666,Basso
2017-10-08,10064.92857142857,Basso
2017-10-15,10750.172619047618,Basso
2017-10-22,9094.994047619048,Basso
2017-10-29,9229.619047619048,Basso
2017-11-05,9299.325443786982,Basso
2017-11-12,10540.845238095239,Basso
2017-11-19,10607.089285714286,Basso
2017-11-26,10585.07142857143,Basso
2017-12-03,10610.369047619048,Basso
2017-12-10,11655.375,Alto
2017-12-17,12985.482142857143,Alto
2017-12-24,10863.440476190477,Basso
2017-12-31,14209.410714285714,Alto
2018-01-07,17920.625,Alto
2018-01-14,12953.154761904761,Alto
2018-01-21,13841.041666666666,Alto
2018-01-28,11048.369047619048,Alto
2018-02-04,13193.797619047618,Alto
2018-02-11,12138.297619047618,Alto
2018-02-18,10870.85119047619,Basso
2018-02-25,9931.529761904761,Basso
2018-03-04,10488.363095238095,Basso
2018-03-11,11884.365269461077,Alto
2018-03-18,11874.690476190477,Alto
2018-03-25,11736.815476190477,Alto
2018-04-01,10011.988095238095,Basso
2018-04-08,9932.011904761905,Basso
2018-04-15,9986.095238095239,Basso
2018-04-22,9379.55357142857,Basso
2018-04-29,8945.517857142857,Basso
2018-05-06,10018.172619047618,Basso
2018-05-13,10239.041666666666,Basso
2018-05-20,10919.44642857143,Basso
2018-05-27,11630.279761904761,Alto
2018-06-03,11707.380952380952,Alto
2018-06-10,11216.511904761905,Alto
2018-06-17,11555.755952380952,Alto
2018-06-24,13119.041666666666,Alto
2018-07-01,12992.779761904761,Alto
2018-07-08,13658.39880952381,Alto
2018-07-15,12585.309523809523,Alto
2018-07-22,12449.785714285714,Alto
2018-07-29,12553.94642857143,Alto
2018-08-05,12629.041237113403,Alto
